StateUT,Year,Season,Scheme,Crop,Applications_Enrolled,Applications_Insured,Area_Insured_ha,Premium_Paid_by_Farmers_Rs,Total_Premium_Rs,Claims_Paid_Rs,Claims_Pending_Rs,Farmers_Benefitted,Number_of_Claims
West Bengal,2023,Kharif,RWBCIS,Cotton,281,211,505.38,259164,339776,598951,41510,183,44
West Bengal,2023,Kharif,RWBCIS,Pulses,297,277,437.12,329036,774512,965034,68156,83,106
West Bengal,2023,Kharif,RWBCIS,Oilseeds,255,215,212.3,104926,563899,389263,10778,123,37
West Bengal,2023,Rabi,PMFBY,Rice,276,181,416.54,316950,977559,523960,49200,112,48
West Bengal,2023,Rabi,PMFBY,Wheat,276,188,339.54,248386,633342,273244,525,91,32
West Bengal,2023,Rabi,PMFBY,Maize,278,236,419.38,313437,1013181,382623,43137,77,29
West Bengal,2023,Rabi,PMFBY,Cotton,257,199,141.28,54252,393085,342402,17087,109,21
West Bengal,2023,Rabi,PMFBY,Pulses,271,248,614.47,286606,657255,1385638,12086,57,138
West Bengal,2023,Rabi,PMFBY,Oilseeds,299,251,260.79,154128,611104,205471,7621,89,28
West Bengal,2023,Rabi,RWBCIS,Rice,286,243,527.8,416248,956870,578033,80446,167,30
West Bengal,2023,Rabi,RWBCIS,Wheat,295,276,557.11,299495,771415,1425334,165051,126,114
West Bengal,2023,Rabi,RWBCIS,Maize,294,204,204.09,148973,480460,380191,47424,78,55
West Bengal,2023,Rabi,RWBCIS,Cotton,325,216,462.12,310672,1148213,550168,37019,148,51
West Bengal,2023,Rabi,RWBCIS,Pulses,256,211,263.82,53616,820470,406747,19144,148,34
West Bengal,2023,Rabi,RWBCIS,Oilseeds,297,179,289.94,228858,501215,639965,16536,75,104
West Bengal,2023,Zaid,PMFBY,Rice,310,213,417.74,133536,373811,317082,45796,80,16
West Bengal,2023,Zaid,PMFBY,Wheat,269,252,418.33,171869,685208,481840,45878,159,78
West Bengal,2023,Zaid,PMFBY,Maize,315,212,236.33,170095,553280,450186,63995,139,30
West Bengal,2023,Zaid,PMFBY,Cotton,274,205,476.03,132205,417845,316561,18087,62,18
West Bengal,2023,Zaid,PMFBY,Pulses,317,202,239.02,186124,322425,452040,23931,182,49
West Bengal,2023,Zaid,PMFBY,Oilseeds,279,178,275.21,117002,653769,724815,105759,129,44
West Bengal,2023,Zaid,RWBCIS,Rice,289,246,195.71,67989,775571,419305,19770,182,22
West Bengal,2023,Zaid,RWBCIS,Wheat,289,203,495.65,180527,1067936,1397571,150860,156,118
West Bengal,2023,Zaid,RWBCIS,Maize,316,228,129.93,68144,908794,344532,43159,80,30
West Bengal,2023,Zaid,RWBCIS,Cotton,293,213,401.57,222686,789461,866412,78415,67,48
West Bengal,2023,Zaid,RWBCIS,Pulses,274,182,331.59,244518,254228,977923,4353,38,55
West Bengal,2023,Zaid,RWBCIS,Oilseeds,298,284,523.66,139621,1000174,891407,37190,221,55
West Bengal,2024,Kharif,PMFBY,Rice,293,271,258.42,187926,561965,408158,59530,198,42
West Bengal,2024,Kharif,PMFBY,Wheat,295,190,432.35,299674,1077384,820550,27181,156,80
West Bengal,2024,Kharif,PMFBY,Maize,308,186,177.71,83742,711826,403470,47707,110,27
West Bengal,2024,Kharif,PMFBY,Cotton,304,292,656.79,198099,1145518,663647,98677,202,46
West Bengal,2024,Kharif,PMFBY,Pulses,278,180,401.97,184691,744542,1137410,43566,132,94
West Bengal,2024,Kharif,PMFBY,Oilseeds,272,233,160.73,84392,936155,107261,6698,178,6
West Bengal,2024,Kharif,RWBCIS,Rice,302,239,473.83,138146,733143,1090252,139006,66,110
West Bengal,2024,Kharif,RWBCIS,Wheat,289,253,254.65,53050,746866,706098,84469,161,36
West Bengal,2024,Kharif,RWBCIS,Maize,284,171,409.02,224964,615763,250079,13595,35,25
West Bengal,2024,Kharif,RWBCIS,Cotton,326,263,229.66,153879,716276,230944,30008,197,12
West Bengal,2024,Kharif,RWBCIS,Pulses,306,266,561.43,143371,835951,1425201,8736,109,145
West Bengal,2024,Kharif,RWBCIS,Oilseeds,308,261,550.57,259901,1134781,597666,63165,96,107
West Bengal,2024,Rabi,PMFBY,Rice,276,254,385.5,118538,1111303,453033,66956,217,34
West Bengal,2024,Rabi,PMFBY,Wheat,260,239,332.35,114137,916961,619067,18352,207,32
West Bengal,2024,Rabi,PMFBY,Maize,281,235,266.6,63934,955740,798545,41972,170,133
West Bengal,2024,Rabi,PMFBY,Cotton,281,174,291.9,198848,651818,528470,21461,124,51
West Bengal,2024,Rabi,PMFBY,Pulses,255,165,226.34,54124,860608,626965,23360,89,49
West Bengal,2024,Rabi,PMFBY,Oilseeds,296,234,218.57,64728,308293,148224,6183,160,10
West Bengal,2024,Rabi,RWBCIS,Rice,290,187,408.73,148387,1060585,1097998,25516,155,76
West Bengal,2024,Rabi,RWBCIS,Wheat,294,221,435.49,261581,1033095,936509,11246,89,49
West Bengal,2024,Rabi,RWBCIS,Maize,273,200,134.52,41528,328195,223074,29263,112,15
West Bengal,2024,Rabi,RWBCIS,Cotton,284,241,164.18,79874,907108,383219,52040,87,19
West Bengal,2024,Rabi,RWBCIS,Pulses,276,217,156.39,95208,995764,438417,39920,125,22
West Bengal,2024,Rabi,RWBCIS,Oilseeds,291,275,296.73,61794,500962,787351,98750,171,107
West Bengal,2024,Zaid,PMFBY,Rice,263,199,357.47,265786,1135679,685362,50159,142,67
West Bengal,2024,Zaid,PMFBY,Wheat,293,267,666.45,515048,874942,1218106,43161,110,103
West Bengal,2024,Zaid,PMFBY,Maize,300,224,361.31,118911,197389,668039,63912,145,65
West Bengal,2024,Zaid,PMFBY,Cotton,273,168,146.05,100944,103995,89050,1697,83,9
West Bengal,2024,Zaid,PMFBY,Pulses,269,257,596.88,395815,647836,781462,78050,104,60
West Bengal,2024,Zaid,PMFBY,Oilseeds,295,223,266.66,177769,916767,597470,33579,166,31
West Bengal,2024,Zaid,RWBCIS,Rice,297,268,460.59,334668,1047850,1116839,111813,71,91
West Bengal,2024,Zaid,RWBCIS,Wheat,252,219,294.01,59090,428375,196810,23044,164,12
West Bengal,2024,Zaid,RWBCIS,Maize,235,221,165.17,99441,894895,267519,21929,79,14
West Bengal,2024,Zaid,RWBCIS,Cotton,277,221,194.71,119165,634280,169303,1708,65,24
West Bengal,2024,Zaid,RWBCIS,Pulses,278,172,130.06,49649,602982,313081,43261,84,48
West Bengal,2024,Zaid,RWBCIS,Oilseeds,272,244,457.08,148735,987480,1210297,160202,96,173
Delhi,2020,Kharif,PMFBY,Rice,70,65,67.31,38780,826992,78947,3163,43,5
Delhi,2020,Kharif,PMFBY,Wheat,81,52,110.16,83853,474570,141463,11087,45,25
Delhi,2020,Kharif,PMFBY,Maize,78,70,114.35,86030,220553,127257,5859,14,12
Delhi,2020,Kharif,PMFBY,Cotton,63,47,89.72,33752,165669,74465,2270,13,9
Delhi,2020,Kharif,PMFBY,Pulses,74,54,32.7,24045,162205,44853,2553,40,4
Delhi,2020,Kharif,PMFBY,Oilseeds,69,57,37.41,14501,993109,63909,4066,17,4
Delhi,2020,Kharif,RWBCIS,Rice,61,46,63.17,49834,177367,107993,3260,32,10
Delhi,2020,Kharif,RWBCIS,Wheat,76,61,87.73,37252,574776,128042,15481,33,7
Delhi,2020,Kharif,RWBCIS,Maize,65,48,41.63,18145,225555,111175,9471,26,7
Delhi,2020,Kharif,RWBCIS,Cotton,72,65,92.4,51999,945607,251950,33742,32,16
Delhi,2020,Kharif,RWBCIS,Pulses,65,47,67.11,49315,855054,193363,10542,14,10
Delhi,2020,Kharif,RWBCIS,Oilseeds,72,63,141.73,84022,896394,113503,16486,21,21
Delhi,2020,Rabi,PMFBY,Rice,73,63,74.24,48427,890987,150338,8704,40,8
Delhi,2020,Rabi,PMFBY,Wheat,85,54,27.49,13620,450010,51255,5256,25,6
Delhi,2020,Rabi,PMFBY,Maize,70,64,81.12,46536,371261,165244,13396,22,11
Delhi,2020,Rabi,PMFBY,Cotton,60,52,83.1,53829,326991,51692,434,20,5
Delhi,2020,Rabi,PMFBY,Pulses,73,67,126.45,60434,324921,198464,8139,43,11
Delhi,2020,Rabi,PMFBY,Oilseeds,73,69,75.11,56235,869303,115130,979,60,8
Delhi,2020,Rabi,RWBCIS,Rice,66,55,52.43,13429,280894,32455,341,17,4
Delhi,2020,Rabi,RWBCIS,Wheat,66,54,72.63,39095,44806,198779,15872,28,10
Delhi,2020,Rabi,RWBCIS,Maize,78,74,163.1,126031,222254,471067,38360,50,58
Delhi,2020,Rabi,RWBCIS,Cotton,62,47,44.31,11032,966098,103396,8032,34,7
Delhi,2020,Rabi,RWBCIS,Pulses,63,54,52.65,20643,403943,105635,2009,39,10
Delhi,2020,Rabi,RWBCIS,Oilseeds,84,56,109.99,63956,836502,293897,13731,36,32
Delhi,2020,Zaid,PMFBY,Rice,69,52,88.47,57971,662991,258731,28646,46,16
Delhi,2020,Zaid,PMFBY,Wheat,73,64,119.95,72121,793904,321518,10984,38,23
Delhi,2020,Zaid,PMFBY,Maize,80,58,112.32,23239,487279,152506,19536,44,15
Delhi,2020,Zaid,PMFBY,Cotton,74,66,75.15,38805,84393,131529,7502,45,23
Delhi,2020,Zaid,PMFBY,Pulses,76,45,90.0,25031,723087,147437,12208,20,17
Delhi,2020,Zaid,PMFBY,Oilseeds,57,47,115.88,82306,951939,231137,2806,39,34
Delhi,2020,Zaid,RWBCIS,Rice,73,56,46.56,19738,1008125,139652,14890,46,25
Delhi,2020,Zaid,RWBCIS,Wheat,67,40,50.16,12832,530241,25634,1040,32,3
Delhi,2020,Zaid,RWBCIS,Maize,56,51,85.39,47105,47679,143487,5717,22,10
Delhi,2020,Zaid,RWBCIS,Cotton,84,74,44.24,17521,236433,123384,3294,45,17
Delhi,2020,Zaid,RWBCIS,Pulses,72,44,94.68,63253,341111,192673,10481,32,13
Delhi,2020,Zaid,RWBCIS,Oilseeds,59,39,33.08,21179,204430,26662,1342,31,3
Delhi,2021,Kharif,PMFBY,Rice,68,50,96.43,42745,802321,202600,10974,25,13
Delhi,2021,Kharif,PMFBY,Wheat,73,69,133.54,105967,702503,80068,6063,25,8
Delhi,2021,Kharif,PMFBY,Maize,72,51,66.51,24733,194233,160549,9518,40,9
Delhi,2021,Kharif,PMFBY,Cotton,79,69,55.92,33366,439398,119619,13543,41,8
Delhi,2021,Kharif,PMFBY,Pulses,65,50,67.81,30256,341180,85667,8991,30,16
Delhi,2021,Kharif,PMFBY,Oilseeds,53,48,28.22,14232,865367,14424,597,41,2
Delhi,2021,Kharif,RWBCIS,Rice,75,49,28.66,14374,749504,27029,2803,29,3
Delhi,2021,Kharif,RWBCIS,Wheat,77,59,94.32,44822,442323,221867,21835,38,12
Delhi,2021,Kharif,RWBCIS,Maize,69,45,68.66,35340,1018807,204436,24508,24,15
Delhi,2021,Kharif,RWBCIS,Cotton,68,60,122.57,34713,433346,225943,4225,27,36
Delhi,2021,Kharif,RWBCIS,Pulses,75,54,42.6,22223,842738,23327,361,19,1
Delhi,2021,Kharif,RWBCIS,Oilseeds,85,67,47.59,31074,136713,65161,3010,30,7
Delhi,2021,Rabi,PMFBY,Rice,80,73,161.81,80024,186172,313672,38625,29,18
Delhi,2021,Rabi,PMFBY,Wheat,82,63,44.54,10770,716824,123925,18098,25,15
Delhi,2021,Rabi,PMFBY,Maize,74,52,113.07,77597,972670,192853,16318,38,22
Delhi,2021,Rabi,PMFBY,Cotton,81,73,149.78,57076,784988,155020,13399,50,10
Delhi,2021,Rabi,PMFBY,Pulses,72,58,130.66,60160,855511,349532,44379,47,42
Delhi,2021,Rabi,PMFBY,Oilseeds,71,47,69.36,53827,645738,182737,25689,12,25
Delhi,2021,Rabi,RWBCIS,Rice,67,41,85.01,20256,178687,123627,10342,33,6
Delhi,2021,Rabi,RWBCIS,Wheat,84,70,96.84,26677,581789,134767,6990,19,7
Delhi,2021,Rabi,RWBCIS,Maize,78,73,174.92,120034,779349,252049,16421,38,13
Delhi,2021,Rabi,RWBCIS,Cotton,79,66,111.39,76556,171864,250982,12468,19,16
Delhi,2021,Rabi,RWBCIS,Pulses,68,44,108.76,74179,363330,255729,5209,29,43
Delhi,2021,Rabi,RWBCIS,Oilseeds,61,38,69.87,25656,335631,93941,2891,33,5
Delhi,2021,Zaid,PMFBY,Rice,84,57,98.29,76885,681702,129522,15881,17,7
Delhi,2021,Zaid,PMFBY,Wheat,62,50,44.49,23494,670031,58834,2786,12,3
Delhi,2021,Zaid,PMFBY,Maize,81,49,85.68,26422,688139,175892,22477,19,33
Delhi,2021,Zaid,PMFBY,Cotton,71,56,86.69,60079,777180,58690,6209,17,9
Delhi,2021,Zaid,PMFBY,Pulses,70,64,91.28,50405,627269,268845,36931,51,25
Delhi,2021,Zaid,PMFBY,Oilseeds,62,47,44.7,11560,447653,95084,8920,35,8
Delhi,2021,Zaid,RWBCIS,Rice,68,65,38.36,19840,349104,29283,1909,42,2
Delhi,2021,Zaid,RWBCIS,Wheat,65,46,101.98,23307,371303,151648,14077,35,10
Delhi,2021,Zaid,RWBCIS,Maize,79,74,98.29,20313,688409,197564,3733,65,15
Delhi,2021,Zaid,RWBCIS,Cotton,72,48,115.47,71741,639344,239947,30248,31,36
Delhi,2021,Zaid,RWBCIS,Pulses,77,74,145.59,59168,194565,248333,25306,24,17
Delhi,2021,Zaid,RWBCIS,Oilseeds,82,71,45.19,9254,41888,93939,13715,53,11
Delhi,2022,Kharif,PMFBY,Rice,57,34,70.9,24522,323739,96420,11043,13,10
Delhi,2022,Kharif,PMFBY,Wheat,73,70,71.88,18339,559320,69098,4287,23,4
Delhi,2022,Kharif,PMFBY,Maize,68,65,154.77,79688,1062943,331184,6383,53,28
Delhi,2022,Kharif,PMFBY,Cotton,62,51,115.48,80420,400530,131738,14501,31,22
Delhi,2022,Kharif,PMFBY,Pulses,64,52,34.92,11336,556712,29076,1083,43,2
Delhi,2022,Kharif,PMFBY,Oilseeds,67,46,77.2,32509,784658,110316,4118,29,7
Delhi,2022,Kharif,RWBCIS,Rice,73,55,115.0,63367,259616,313591,39363,48,23
Delhi,2022,Kharif,RWBCIS,Wheat,77,47,109.25,39625,96668,119521,10512,11,24
Delhi,2022,Kharif,RWBCIS,Maize,76,69,70.04,25804,103350,129313,7097,30,11
Delhi,2022,Kharif,RWBCIS,Cotton,83,66,58.93,19296,276031,97146,7204,53,5
Delhi,2022,Kharif,RWBCIS,Pulses,75,68,141.83,96270,112637,338216,43261,42,21
Delhi,2022,Kharif,RWBCIS,Oilseeds,80,72,150.09,112517,1033890,273807,1293,15,14
Delhi,2022,Rabi,PMFBY,Rice,68,52,53.64,29730,814350,61330,6836,35,5
Delhi,2022,Rabi,PMFBY,Wheat,68,51,63.72,37265,957596,112787,12227,27,14
Delhi,2022,Rabi,PMFBY,Maize,61,37,59.41,16555,882253,175690,13068,19,17
Delhi,2022,Rabi,PMFBY,Cotton,76,55,65.25,38294,592840,149839,21159,41,16
Delhi,2022,Rabi,PMFBY,Pulses,79,70,159.12,55686,294331,251658,1945,48,15
Delhi,2022,Rabi,PMFBY,Oilseeds,68,56,36.24,22714,549415,74678,8108,38,12
Delhi,2022,Rabi,RWBCIS,Rice,80,69,70.59,23496,849588,104189,8992,40,8
Delhi,2022,Rabi,RWBCIS,Wheat,57,35,51.11,37886,427062,125533,5409,28,11
Delhi,2022,Rabi,RWBCIS,Maize,69,54,63.43,14897,181536,154186,21295,17,11
Delhi,2022,Rabi,RWBCIS,Cotton,71,43,88.69,28522,788053,183028,9323,30,21
Delhi,2022,Rabi,RWBCIS,Pulses,65,48,33.38,15078,24881,29632,4144,36,3
Delhi,2022,Rabi,RWBCIS,Oilseeds,78,52,64.59,48328,787045,155072,13116,35,12
Delhi,2022,Zaid,PMFBY,Rice,79,48,84.65,48918,116237,129172,17415,42,8
Delhi,2022,Zaid,PMFBY,Wheat,62,41,73.98,49114,932879,196167,2919,12,11
Delhi,2022,Zaid,PMFBY,Maize,82,62,99.55,55547,309763,150256,13967,21,8
Delhi,2022,Zaid,PMFBY,Cotton,67,54,75.76,26132,591485,55118,3199,19,8
Delhi,2022,Zaid,PMFBY,Pulses,88,58,139.13,45857,281470,115920,12656,35,20
Delhi,2022,Zaid,PMFBY,Oilseeds,76,59,109.33,69992,683044,150935,2986,39,9
Delhi,2022,Zaid,RWBCIS,Rice,64,48,43.75,15189,252863,67696,3965,28,11
Delhi,2022,Zaid,RWBCIS,Wheat,74,51,76.72,46965,818230,45181,3643,23,3
Delhi,2022,Zaid,RWBCIS,Maize,67,55,114.36,90417,999002,226802,30406,17,40
Delhi,2022,Zaid,RWBCIS,Cotton,78,66,38.27,18460,255715,23842,894,47,2
Delhi,2022,Zaid,RWBCIS,Pulses,84,57,52.18,23369,669123,46058,6326,42,4
Delhi,2022,Zaid,RWBCIS,Oilseeds,74,60,133.21,42637,726350,102250,7042,39,20
Delhi,2023,Kharif,PMFBY,Rice,60,44,76.74,61206,315284,64454,4010,13,12
Delhi,2023,Kharif,PMFBY,Wheat,74,68,47.71,13764,504884,67714,7141,37,13
Delhi,2023,Kharif,PMFBY,Maize,67,53,111.08,49028,725991,102472,11321,40,16
Delhi,2023,Kharif,PMFBY,Cotton,64,53,94.07,56529,770944,165979,14312,11,22
Delhi,2023,Kharif,PMFBY,Pulses,72,65,127.26,62592,343869,205116,286,40,34
Delhi,2023,Kharif,PMFBY,Oilseeds,62,37,60.94,35530,823805,40834,18,27,4
Delhi,2023,Kharif,RWBCIS,Rice,85,69,49.6,21904,903968,100235,10369,25,5
Delhi,2023,Kharif,RWBCIS,Wheat,76,46,24.46,5644,917259,34145,1527,23,3
Delhi,2023,Kharif,RWBCIS,Maize,65,41,69.63,30505,932960,115540,8726,35,9
Delhi,2023,Kharif,RWBCIS,Cotton,72,62,79.64,44040,491435,145093,17999,30,17
Delhi,2023,Kharif,RWBCIS,Pulses,74,63,70.35,54718,397434,208105,5993,57,34
Delhi,2023,Kharif,RWBCIS,Oilseeds,78,66,135.64,65528,119641,189134,18223,43,24
Delhi,2023,Rabi,PMFBY,Rice,66,57,125.72,31668,957287,354446,422,32,26
Delhi,2023,Rabi,PMFBY,Wheat,74,58,63.08,16238,224617,148278,5362,45,13
Delhi,2023,Rabi,PMFBY,Maize,70,47,41.32,32694,573298,40341,1003,38,3
Delhi,2023,Rabi,PMFBY,Cotton,67,44,60.69,18566,325797,71290,3027,39,13
Delhi,2023,Rabi,PMFBY,Pulses,72,61,122.55,80464,1035966,292793,36176,35,20
Delhi,2023,Rabi,PMFBY,Oilseeds,72,51,62.27,25181,558342,69685,5400,43,6
Delhi,2023,Rabi,RWBCIS,Rice,65,60,143.0,104678,392025,210155,30733,26,30
Delhi,2023,Rabi,RWBCIS,Wheat,70,44,89.41,22889,220384,182419,11889,29,9
Delhi,2023,Rabi,RWBCIS,Maize,54,45,103.19,70024,535606,243909,7614,9,18
Delhi,2023,Rabi,RWBCIS,Cotton,81,66,88.73,45112,929458,150428,169,50,11
Delhi,2023,Rabi,RWBCIS,Pulses,78,55,82.84,46514,391905,216641,22668,39,13
Delhi,2023,Rabi,RWBCIS,Oilseeds,66,59,128.9,63564,567753,96088,12282,34,7
Delhi,2023,Zaid,PMFBY,Rice,61,37,86.82,62347,256664,172294,15576,28,11
Delhi,2023,Zaid,PMFBY,Wheat,61,54,57.87,19776,822230,137980,4210,44,20
Delhi,2023,Zaid,PMFBY,Maize,60,56,105.89,46256,203506,241820,21733,50,15
Delhi,2023,Zaid,PMFBY,Cotton,60,41,99.38,21025,259375,173666,2060,18,14
Delhi,2023,Zaid,PMFBY,Pulses,71,66,99.7,76233,223964,119704,11788,26,12
Delhi,2023,Zaid,PMFBY,Oilseeds,85,61,125.26,30363,594025,93842,2489,15,5
Delhi,2023,Zaid,RWBCIS,Rice,53,36,45.62,22636,472696,108129,14790,15,20
Delhi,2023,Zaid,RWBCIS,Wheat,71,46,66.75,25499,1019879,64222,3647,29,6
Delhi,2023,Zaid,RWBCIS,Maize,72,57,132.28,29875,149693,378490,7309,41,32
Delhi,2023,Zaid,RWBCIS,Cotton,70,61,144.2,51066,749146,195494,21043,18,16
Delhi,2023,Zaid,RWBCIS,Pulses,64,55,53.17,32483,528423,38819,2252,44,2
Delhi,2023,Zaid,RWBCIS,Oilseeds,69,44,91.36,54220,339231,135053,16432,22,8
Delhi,2024,Kharif,PMFBY,Rice,67,52,82.72,46260,496834,137757,5490,46,7
Delhi,2024,Kharif,PMFBY,Wheat,73,48,105.98,80384,241676,247601,23139,20,21
Delhi,2024,Kharif,PMFBY,Maize,77,51,28.9,21424,595320,52268,5537,45,7
Delhi,2024,Kharif,PMFBY,Cotton,61,57,75.41,50985,253913,130762,2500,28,15
Delhi,2024,Kharif,PMFBY,Pulses,74,70,74.74,48273,933865,60699,5335,44,7
Delhi,2024,Kharif,PMFBY,Oilseeds,75,53,101.54,44575,110000,152098,22809,20,17
Delhi,2024,Kharif,RWBCIS,Rice,63,51,123.89,69950,479797,182624,664,10,11
Delhi,2024,Kharif,RWBCIS,Wheat,72,51,61.88,41458,475844,153045,14548,11,8
Delhi,2024,Kharif,RWBCIS,Maize,63,57,50.14,22094,887085,104952,4756,37,6
Delhi,2024,Kharif,RWBCIS,Cotton,70,68,165.18,83486,179627,371937,14987,45,36
Delhi,2024,Kharif,RWBCIS,Pulses,78,74,57.23,13795,794994,86035,6008,63,6
Delhi,2024,Kharif,RWBCIS,Oilseeds,76,64,81.71,38904,846954,147853,21887,48,9
Delhi,2024,Rabi,PMFBY,Rice,75,46,24.7,5633,964469,32308,3395,28,2
Delhi,2024,Rabi,PMFBY,Wheat,74,69,161.35,94667,958616,104870,1579,41,6
Delhi,2024,Rabi,PMFBY,Maize,68,41,101.4,66943,428362,299894,4158,22,51
Delhi,2024,Rabi,PMFBY,Cotton,68,48,114.95,52453,377313,241617,24767,43,18
Delhi,2024,Rabi,PMFBY,Pulses,79,52,70.7,31904,452517,158266,9637,45,8
Delhi,2024,Rabi,PMFBY,Oilseeds,73,55,66.62,52709,93365,101610,2307,39,13
Delhi,2024,Rabi,RWBCIS,Rice,84,79,195.38,129479,752637,170909,23920,59,18
Delhi,2024,Rabi,RWBCIS,Wheat,72,61,45.78,27052,698605,60044,8544,45,5
Delhi,2024,Rabi,RWBCIS,Maize,87,75,60.44,30114,894536,122224,10001,65,23
Delhi,2024,Rabi,RWBCIS,Cotton,50,47,88.47,52100,709098,114490,9111,30,12
Delhi,2024,Rabi,RWBCIS,Pulses,80,50,45.15,20094,928149,69504,936,17,5
Delhi,2024,Rabi,RWBCIS,Oilseeds,63,54,111.71,79357,923291,161773,17823,33,30
Delhi,2024,Zaid,PMFBY,Rice,70,44,26.93,20913,865113,43028,1601,11,4
Delhi,2024,Zaid,PMFBY,Wheat,75,46,61.44,48299,169019,92206,3804,14,5
Delhi,2024,Zaid,PMFBY,Maize,77,56,120.71,30717,177550,333929,40933,42,23
Delhi,2024,Zaid,PMFBY,Cotton,67,52,55.18,23139,39980,62789,1770,15,11
Delhi,2024,Zaid,PMFBY,Pulses,65,40,30.99,9961,425923,60717,2935,12,3
Delhi,2024,Zaid,PMFBY,Oilseeds,73,63,67.4,36121,638285,92977,9355,47,9
Delhi,2024,Zaid,RWBCIS,Rice,61,45,41.19,31343,684145,73974,108,12,4
Delhi,2024,Zaid,RWBCIS,Wheat,70,63,69.63,30065,1004434,37515,4059,54,6
Delhi,2024,Zaid,RWBCIS,Maize,83,77,85.97,67882,714931,177762,21489,39,20
Delhi,2024,Zaid,RWBCIS,Cotton,66,55,119.72,59830,463278,297459,12925,38,45
Delhi,2024,Zaid,RWBCIS,Pulses,60,37,29.97,17221,455424,57040,8359,24,4
Delhi,2024,Zaid,RWBCIS,Oilseeds,69,41,66.2,15977,236149,126297,12654,19,11
Jammu & Kashmir,2020,Kharif,PMFBY,Rice,375,288,152.22,59592,579440,106523,7753,244,7
Jammu & Kashmir,2020,Kharif,PMFBY,Wheat,376,353,280.19,131653,728686,751943,34741,71,38
Jammu & Kashmir,2020,Kharif,PMFBY,Maize,355,325,453.58,239698,439697,872188,45578,87,45
Jammu & Kashmir,2020,Kharif,PMFBY,Cotton,327,309,265.25,90787,517493,327922,37336,135,17
Jammu & Kashmir,2020,Kharif,PMFBY,Pulses,322,213,392.76,81359,887785,733524,62311,123,56
Jammu & Kashmir,2020,Kharif,PMFBY,Oilseeds,341,267,495.47,179941,986075,1251796,51426,158,122
Jammu & Kashmir,2020,Kharif,RWBCIS,Rice,341,333,543.27,406566,1048734,1039987,74902,122,166
Jammu & Kashmir,2020,Kharif,RWBCIS,Wheat,356,282,533.3,168128,522330,820705,22962,235,54
Jammu & Kashmir,2020,Kharif,RWBCIS,Maize,329,265,410.19,325638,943838,1124667,154116,72,219
Jammu & Kashmir,2020,Kharif,RWBCIS,Cotton,356,325,674.37,315857,1065821,1548988,72915,103,108
Jammu & Kashmir,2020,Kharif,RWBCIS,Pulses,369,251,264.39,165268,1127890,756708,58984,206,139
Jammu & Kashmir,2020,Kharif,RWBCIS,Oilseeds,383,343,175.33,126437,721416,192964,10058,117,17
Jammu & Kashmir,2020,Rabi,PMFBY,Rice,350,318,783.73,274991,381499,1167106,25131,249,93
Jammu & Kashmir,2020,Rabi,PMFBY,Wheat,366,323,790.43,386861,1349318,463817,2485,282,30
Jammu & Kashmir,2020,Rabi,PMFBY,Maize,340,269,512.52,361437,444093,1097528,78481,166,87
Jammu & Kashmir,2020,Rabi,PMFBY,Cotton,357,278,244.45,55433,429257,137476,11600,70,12
Jammu & Kashmir,2020,Rabi,PMFBY,Pulses,439,324,598.27,176699,737432,685304,22900,268,85
Jammu & Kashmir,2020,Rabi,PMFBY,Oilseeds,353,249,270.47,107123,748189,637358,48822,156,37
Jammu & Kashmir,2020,Rabi,RWBCIS,Rice,397,356,586.13,428123,876826,1312660,91817,285,66
Jammu & Kashmir,2020,Rabi,RWBCIS,Wheat,344,217,169.69,128538,672151,252463,25429,128,27
Jammu & Kashmir,2020,Rabi,RWBCIS,Maize,343,230,179.02,70003,931344,105989,13248,146,19
Jammu & Kashmir,2020,Rabi,RWBCIS,Cotton,365,335,775.32,288338,1072508,988151,43820,112,65
Jammu & Kashmir,2020,Rabi,RWBCIS,Pulses,346,314,654.32,466704,627768,1287199,176637,72,76
Jammu & Kashmir,2020,Rabi,RWBCIS,Oilseeds,345,301,707.7,357586,1205817,434029,27379,153,33
Jammu & Kashmir,2020,Zaid,PMFBY,Rice,358,225,231.76,181046,626348,446809,5430,90,80
Jammu & Kashmir,2020,Zaid,PMFBY,Wheat,336,299,669.81,235022,567885,1288377,16173,229,105
Jammu & Kashmir,2020,Zaid,PMFBY,Maize,413,268,320.84,103971,800561,919857,12405,99,107
Jammu & Kashmir,2020,Zaid,PMFBY,Cotton,360,315,619.06,336554,927576,1613141,96047,66,197
Jammu & Kashmir,2020,Zaid,PMFBY,Pulses,352,312,501.11,168083,927209,1087322,31249,277,142
Jammu & Kashmir,2020,Zaid,PMFBY,Oilseeds,372,350,363.39,133107,774267,983095,91041,309,118
Jammu & Kashmir,2020,Zaid,RWBCIS,Rice,355,240,577.36,428219,494364,1041170,82592,58,186
Jammu & Kashmir,2020,Zaid,RWBCIS,Wheat,358,261,474.09,96969,760507,1319701,70228,110,92
Jammu & Kashmir,2020,Zaid,RWBCIS,Maize,350,246,292.69,177852,1100227,573025,862,95,30
Jammu & Kashmir,2020,Zaid,RWBCIS,Cotton,390,368,893.89,352857,1053863,1698352,85864,113,162
Jammu & Kashmir,2020,Zaid,RWBCIS,Pulses,394,285,454.67,201681,667918,1092584,88992,93,121
Jammu & Kashmir,2020,Zaid,RWBCIS,Oilseeds,363,287,499.5,336476,881867,1470018,51944,242,169
